From,To,Type,Amount,Payment Method,Card Number,Expiry Date,CVV,Account Number,IFSC Code,Contact Number,Date,is_suspicious,suspicion_reasons,timestamp
user5,user44,card,10698,Card Payment,1234567890123456,02/29,-,9876543210,SBIN1234567,1234567890,"03/08/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-08 13:24:16.671463
user92,user14,card,9332,Contact Payment,-,-,111,-,-,1234567890,"02/16/2025, 01:24:16 PM",False,[],2025-02-16 13:24:16.671463
user51,user76,card,4414,Contact Payment,-,-,111,-,SBIN1234567,+14155552671,"02/22/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-22 13:24:16.671463
user41,user4,card,9146,Card Payment,-,02/29,-,-,SBIN1234567,1234567890,"02/24/2025, 01:24:16 PM",False,[],2025-02-24 13:24:16.671463
user39,user28,card,12042,Contact Payment,1234567890123456,-,111,-,-,9152251477,"03/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-14 13:24:16.671463
user30,user17,card,12996,Card Payment,-,-,-,-,-,+441632960961,"03/07/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-07 13:24:16.671463
user8,user10,neft,14257,Contact Payment,-,02/29,-,9876543210,-,+441632960961,"02/28/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-28 13:24:16.671463
user83,user98,neft,3318,NEFT Transfer,1234567890123456,02/29,-,-,-,9152251477,"03/14/2025, 01:24:16 PM",False,[],2025-03-14 13:24:16.671463
user14,user6,contact,4827,Card Payment,-,02/29,111,9876543210,SBIN1234567,+441632960961,"03/05/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-05 13:24:16.672461
user28,user67,neft,4591,Contact Payment,1234567890123456,02/29,-,-,-,+441632960961,"03/07/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-07 13:24:16.672461
user27,user84,card,10914,Contact Payment,-,02/29,-,9876543210,SBIN1234567,+14155552671,"02/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-14 13:24:16.672461
user69,user60,card,1914,Contact Payment,-,-,-,9876543210,SBIN1234567,9152251477,"02/22/2025, 01:24:16 PM",False,[],2025-02-22 13:24:16.672461
user83,user44,contact,6329,Card Payment,-,02/29,-,-,-,+441632960961,"03/15/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-15 13:24:16.672461
user76,user1,contact,12140,NEFT Transfer,-,02/29,-,9876543210,-,9152251477,"03/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-15 13:24:16.672461
user32,user25,neft,19650,Contact Payment,-,-,111,9876543210,-,1234567890,"03/01/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-01 13:24:16.672461
user23,user78,card,11774,Contact Payment,-,02/29,111,-,-,+14155552671,"03/01/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-01 13:24:16.672461
user35,user67,contact,3138,Card Payment,1234567890123456,-,111,9876543210,-,9152251477,"03/13/2025, 01:24:16 PM",False,[],2025-03-13 13:24:16.672461
user13,user58,neft,11831,Contact Payment,1234567890123456,-,-,9876543210,-,9152251477,"03/06/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-06 13:24:16.672461
user43,user5,contact,30996,Card Payment,1234567890123456,02/29,111,-,SBIN1234567,+14155552671,"03/15/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-15 13:24:16.672461
user46,user80,neft,10159,Card Payment,1234567890123456,02/29,-,-,-,1234567890,"03/13/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-13 13:24:16.672461
user86,user82,contact,7431,Contact Payment,-,02/29,111,9876543210,SBIN1234567,1234567890,"02/23/2025, 01:24:16 PM",False,[],2025-02-23 13:24:16.672461
user52,user1,neft,3307,Card Payment,1234567890123456,-,-,9876543210,-,1234567890,"02/28/2025, 01:24:16 PM",False,[],2025-02-28 13:24:16.672461
user7,user91,neft,3605,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,+14155552671,"03/10/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-10 13:24:16.672461
user43,user90,contact,6950,Card Payment,-,-,111,9876543210,-,9152251477,"02/16/2025, 01:24:16 PM",False,[],2025-02-16 13:24:16.672461
user69,user67,contact,13798,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,+14155552671,"02/18/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-18 13:24:16.672461
user87,user34,neft,17949,Contact Payment,1234567890123456,-,-,-,SBIN1234567,9152251477,"02/19/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-19 13:24:16.672461
user79,user35,card,11057,Card Payment,-,-,111,-,SBIN1234567,+441632960961,"02/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-14 13:24:16.672461
user72,user92,card,9295,NEFT Transfer,1234567890123456,02/29,111,-,-,+441632960961,"02/14/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-14 13:24:16.672461
user96,user8,card,8247,Contact Payment,-,-,111,-,SBIN1234567,+441632960961,"03/15/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-15 13:24:16.672461
user3,user86,neft,6631,Card Payment,1234567890123456,02/29,-,9876543210,-,+441632960961,"02/17/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-17 13:24:16.672461
user22,user71,neft,18110,NEFT Transfer,1234567890123456,02/29,111,9876543210,-,1234567890,"02/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-15 13:24:16.672461
user16,user40,neft,10107,NEFT Transfer,1234567890123456,02/29,-,9876543210,-,+14155552671,"02/20/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-20 13:24:16.672461
user30,user61,contact,1412,Contact Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"03/06/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-06 13:24:16.673461
user67,user68,neft,9054,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,1234567890,"03/13/2025, 01:24:16 PM",False,[],2025-03-13 13:24:16.673461
user79,user37,card,5739,NEFT Transfer,-,02/29,111,9876543210,-,1234567890,"02/28/2025, 01:24:16 PM",False,[],2025-02-28 13:24:16.673461
user53,user30,card,5202,Contact Payment,-,02/29,111,-,-,9152251477,"03/12/2025, 01:24:16 PM",False,[],2025-03-12 13:24:16.673461
user64,user33,card,3118,Card Payment,1234567890123456,-,111,-,-,9152251477,"02/27/2025, 01:24:16 PM",False,[],2025-02-27 13:24:16.673461
user50,user42,contact,18548,Contact Payment,-,02/29,-,9876543210,-,1234567890,"02/26/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-26 13:24:16.673461
user85,user16,contact,10580,Contact Payment,-,-,111,9876543210,-,+14155552671,"03/13/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-13 13:24:16.673461
user6,user33,card,9570,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,1234567890,"02/22/2025, 01:24:16 PM",False,[],2025-02-22 13:24:16.673461
user2,user89,contact,7025,NEFT Transfer,1234567890123456,02/29,111,9876543210,-,+14155552671,"02/25/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-25 13:24:16.673461
user98,user87,contact,5079,Card Payment,-,02/29,-,-,-,1234567890,"03/02/2025, 01:24:16 PM",False,[],2025-03-02 13:24:16.673461
user68,user6,card,15894,NEFT Transfer,-,02/29,111,9876543210,-,+441632960961,"02/21/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-21 13:24:16.673461
user49,user87,contact,15180,NEFT Transfer,-,02/29,-,-,-,9152251477,"02/22/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-22 13:24:16.673461
user65,user91,card,16462,Card Payment,-,02/29,111,-,-,+441632960961,"03/05/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-05 13:24:16.673461
user79,user87,neft,16204,Card Payment,1234567890123456,02/29,111,-,-,+441632960961,"02/19/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-19 13:24:16.673461
user13,user17,contact,8676,Contact Payment,1234567890123456,02/29,-,-,SBIN1234567,9152251477,"03/07/2025, 01:24:16 PM",False,[],2025-03-07 13:24:16.673461
user65,user76,neft,12596,NEFT Transfer,1234567890123456,02/29,111,-,-,1234567890,"03/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-14 13:24:16.673461
user91,user93,contact,17125,NEFT Transfer,-,-,-,-,-,+14155552671,"02/27/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-27 13:24:16.673461
user88,user1,neft,6957,NEFT Transfer,-,02/29,-,9876543210,SBIN1234567,+441632960961,"03/01/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-01 13:24:16.673461
user31,user11,neft,3045,NEFT Transfer,-,02/29,-,9876543210,-,+441632960961,"02/23/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-23 13:24:16.674667
user39,user17,neft,8601,NEFT Transfer,1234567890123456,02/29,-,9876543210,SBIN1234567,+14155552671,"02/22/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-22 13:24:16.674667
user45,user43,card,19511,Contact Payment,1234567890123456,-,111,9876543210,-,+14155552671,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.674667
user65,user64,neft,1362,Contact Payment,1234567890123456,-,-,9876543210,SBIN1234567,1234567890,"02/20/2025, 01:24:16 PM",False,[],2025-02-20 13:24:16.674667
user97,user18,neft,6343,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,+441632960961,"02/20/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-20 13:24:16.674667
user79,user52,contact,4696,Card Payment,1234567890123456,02/29,-,9876543210,-,1234567890,"02/24/2025, 01:24:16 PM",False,[],2025-02-24 13:24:16.674667
user83,user35,card,5594,Card Payment,1234567890123456,02/29,111,-,SBIN1234567,9152251477,"02/18/2025, 01:24:16 PM",False,[],2025-02-18 13:24:16.674667
user29,user59,card,13281,Card Payment,-,02/29,-,9876543210,-,1234567890,"02/26/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-26 13:24:16.674667
user55,user75,contact,24209,Card Payment,1234567890123456,-,-,-,SBIN1234567,9152251477,"02/20/2025, 01:24:16 PM",True,['High transaction amount'],2025-02-20 13:24:16.674667
user91,user78,contact,7994,Card Payment,1234567890123456,-,111,9876543210,-,+441632960961,"02/20/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-20 13:24:16.674667
user59,user98,neft,4962,NEFT Transfer,-,-,-,-,-,+14155552671,"02/28/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-28 13:24:16.674667
user41,user42,card,2854,NEFT Transfer,-,02/29,111,9876543210,-,+441632960961,"02/18/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-18 13:24:16.675680
user94,user56,neft,6101,Contact Payment,-,-,111,9876543210,-,+14155552671,"02/18/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-18 13:24:16.675680
user100,user64,neft,14231,NEFT Transfer,1234567890123456,02/29,-,-,-,9152251477,"03/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-16 13:24:16.675680
user4,user69,card,16276,Contact Payment,-,-,111,9876543210,SBIN1234567,1234567890,"02/28/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-28 13:24:16.675680
user4,user100,neft,12238,Contact Payment,-,02/29,-,-,SBIN1234567,9152251477,"03/08/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-08 13:24:16.675680
user83,user93,neft,7625,Card Payment,-,-,-,9876543210,SBIN1234567,9152251477,"02/27/2025, 01:24:16 PM",False,[],2025-02-27 13:24:16.675680
user22,user87,contact,1493,NEFT Transfer,-,-,111,9876543210,SBIN1234567,9152251477,"02/18/2025, 01:24:16 PM",False,[],2025-02-18 13:24:16.675680
user10,user100,card,14213,Contact Payment,-,02/29,-,9876543210,-,1234567890,"03/06/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-06 13:24:16.675680
user55,user18,neft,16559,Contact Payment,-,-,111,-,SBIN1234567,9152251477,"02/20/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-20 13:24:16.675680
user56,user36,card,9741,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,+14155552671,"02/16/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-16 13:24:16.675680
user91,user51,neft,16459,Card Payment,1234567890123456,-,-,9876543210,-,+441632960961,"02/23/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-23 13:24:16.675680
user87,user8,neft,19811,NEFT Transfer,-,-,111,-,-,1234567890,"03/10/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-10 13:24:16.675680
user27,user84,card,3044,NEFT Transfer,-,02/29,111,-,-,+14155552671,"03/11/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-11 13:24:16.675680
user4,user90,contact,14850,Card Payment,-,02/29,111,-,-,1234567890,"03/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-16 13:24:16.675680
user78,user15,contact,7582,NEFT Transfer,1234567890123456,02/29,-,-,-,+441632960961,"02/24/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-24 13:24:16.675680
user62,user84,contact,10564,NEFT Transfer,-,02/29,111,9876543210,-,1234567890,"03/09/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-09 13:24:16.675680
user46,user9,contact,18987,NEFT Transfer,1234567890123456,-,111,-,SBIN1234567,+441632960961,"02/20/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-20 13:24:16.675680
user62,user12,neft,13914,Card Payment,-,-,111,-,SBIN1234567,+441632960961,"02/20/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-20 13:24:16.675680
user14,user72,neft,10940,Contact Payment,1234567890123456,02/29,-,9876543210,-,+441632960961,"02/18/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-18 13:24:16.675680
user3,user10,neft,11018,Card Payment,1234567890123456,02/29,111,-,SBIN1234567,9152251477,"02/23/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-23 13:24:16.675680
user97,user79,contact,5389,Card Payment,-,02/29,111,9876543210,SBIN1234567,1234567890,"03/06/2025, 01:24:16 PM",False,[],2025-03-06 13:24:16.675680
user10,user13,card,16473,NEFT Transfer,1234567890123456,-,-,9876543210,SBIN1234567,+14155552671,"02/21/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-21 13:24:16.675680
user69,user94,neft,10177,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,+14155552671,"03/01/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-01 13:24:16.676710
user89,user83,neft,10833,Contact Payment,-,-,-,-,SBIN1234567,+14155552671,"02/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-14 13:24:16.676710
user49,user17,contact,12932,Contact Payment,-,-,111,9876543210,-,9152251477,"03/11/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-11 13:24:16.676710
user95,user58,contact,16474,Card Payment,-,-,-,-,SBIN1234567,9152251477,"02/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-14 13:24:16.676710
user42,user38,contact,16213,Card Payment,1234567890123456,02/29,-,9876543210,SBIN1234567,+441632960961,"02/24/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-24 13:24:16.676710
user50,user92,neft,19563,NEFT Transfer,1234567890123456,-,111,-,-,+14155552671,"02/26/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-26 13:24:16.676710
user83,user16,card,14407,Contact Payment,-,-,111,-,SBIN1234567,+441632960961,"03/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-14 13:24:16.676710
user36,user46,neft,12291,NEFT Transfer,1234567890123456,02/29,-,9876543210,-,+14155552671,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.676710
user15,user7,contact,2175,Card Payment,-,02/29,-,-,SBIN1234567,1234567890,"03/13/2025, 01:24:16 PM",False,[],2025-03-13 13:24:16.676710
user80,user51,contact,1130,Card Payment,-,-,-,-,-,+441632960961,"02/26/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-26 13:24:16.676710
user60,user23,card,7858,Card Payment,-,-,-,-,-,9152251477,"02/16/2025, 01:24:16 PM",False,[],2025-02-16 13:24:16.676710
user16,user29,neft,4993,Contact Payment,-,-,-,-,SBIN1234567,+14155552671,"02/28/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-28 13:24:16.676710
user8,user1,card,17554,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"03/06/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-06 13:24:16.676710
user3,user47,neft,8354,Contact Payment,1234567890123456,02/29,-,-,-,1234567890,"03/07/2025, 01:24:16 PM",False,[],2025-03-07 13:24:16.676710
user41,user5,contact,11874,NEFT Transfer,1234567890123456,02/29,-,-,-,9152251477,"03/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-16 13:24:16.676710
user41,user7,card,12886,Contact Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,+441632960961,"03/04/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-04 13:24:16.676710
user59,user41,neft,1817,NEFT Transfer,-,-,111,9876543210,-,+14155552671,"03/10/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-10 13:24:16.676710
user90,user96,neft,9882,NEFT Transfer,1234567890123456,02/29,-,-,SBIN1234567,9152251477,"02/19/2025, 01:24:16 PM",False,[],2025-02-19 13:24:16.676710
user77,user80,card,10116,Contact Payment,1234567890123456,-,111,-,-,9152251477,"03/14/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-14 13:24:16.676710
user76,user57,neft,3142,Card Payment,1234567890123456,-,-,9876543210,-,+14155552671,"02/26/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-26 13:24:16.676710
user43,user86,card,10452,Contact Payment,-,02/29,111,9876543210,SBIN1234567,9152251477,"03/03/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-03 13:24:16.676710
user23,user93,neft,13057,Card Payment,1234567890123456,02/29,-,9876543210,SBIN1234567,+14155552671,"03/01/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-01 13:24:16.676710
user78,user2,contact,14459,NEFT Transfer,-,02/29,-,9876543210,-,+14155552671,"03/16/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-16 13:24:16.676710
user38,user35,neft,14433,Card Payment,1234567890123456,-,111,9876543210,SBIN1234567,9152251477,"02/16/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-16 13:24:16.677702
user43,user56,card,16925,Contact Payment,1234567890123456,02/29,-,9876543210,SBIN1234567,1234567890,"02/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-15 13:24:16.677702
user16,user63,contact,19504,Card Payment,1234567890123456,02/29,111,-,-,+441632960961,"03/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-14 13:24:16.677702
user87,user84,neft,14542,NEFT Transfer,-,-,-,9876543210,-,1234567890,"03/08/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-08 13:24:16.677702
user42,user53,neft,14571,Card Payment,1234567890123456,-,-,-,SBIN1234567,+14155552671,"02/23/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-23 13:24:16.677702
user96,user10,card,19110,Card Payment,-,02/29,111,9876543210,-,1234567890,"02/22/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-22 13:24:16.677702
user39,user66,neft,2224,Contact Payment,-,-,111,9876543210,-,9152251477,"03/09/2025, 01:24:16 PM",False,[],2025-03-09 13:24:16.677702
user38,user93,neft,18413,NEFT Transfer,-,02/29,111,9876543210,SBIN1234567,+441632960961,"02/24/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-24 13:24:16.677702
user58,user59,contact,8700,NEFT Transfer,-,-,111,9876543210,SBIN1234567,+441632960961,"03/03/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-03 13:24:16.677702
user70,user6,contact,15802,Card Payment,1234567890123456,02/29,111,9876543210,SBIN1234567,+14155552671,"03/15/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-15 13:24:16.677702
user77,user46,card,5907,NEFT Transfer,-,02/29,-,-,SBIN1234567,9152251477,"03/16/2025, 01:24:16 PM",False,[],2025-03-16 13:24:16.677702
user31,user69,neft,19307,Card Payment,1234567890123456,02/29,111,-,-,+14155552671,"02/15/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-15 13:24:16.677702
user62,user16,card,48601,NEFT Transfer,-,02/29,111,-,SBIN1234567,1234567890,"03/16/2025, 01:24:16 PM",True,['High transaction amount'],2025-03-16 13:24:16.677702
user6,user15,neft,17118,Contact Payment,-,-,-,-,-,+441632960961,"02/14/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-14 13:24:16.677702
user82,user20,neft,19352,Contact Payment,1234567890123456,-,111,9876543210,SBIN1234567,+441632960961,"02/22/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-22 13:24:16.677702
user50,user62,neft,1395,Contact Payment,-,-,111,-,SBIN1234567,+14155552671,"03/03/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-03 13:24:16.677702
user42,user10,card,5529,Card Payment,1234567890123456,-,111,9876543210,-,9152251477,"02/15/2025, 01:24:16 PM",False,[],2025-02-15 13:24:16.677702
user37,user22,card,13227,Contact Payment,1234567890123456,02/29,-,-,-,1234567890,"02/27/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-27 13:24:16.677702
user16,user100,card,18595,Contact Payment,-,02/29,-,9876543210,SBIN1234567,+14155552671,"03/10/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-10 13:24:16.677702
user58,user90,card,16371,Contact Payment,1234567890123456,-,111,-,SBIN1234567,1234567890,"02/18/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-18 13:24:16.677702
user8,user42,card,10094,NEFT Transfer,1234567890123456,02/29,111,-,SBIN1234567,+14155552671,"02/20/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-20 13:24:16.677702
user45,user11,neft,8413,NEFT Transfer,1234567890123456,-,111,9876543210,SBIN1234567,9152251477,"02/26/2025, 01:24:16 PM",False,[],2025-02-26 13:24:16.677702
user37,user79,contact,4890,Card Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"02/28/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-28 13:24:16.677702
user57,user76,contact,10795,Card Payment,-,02/29,111,-,-,1234567890,"03/13/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-13 13:24:16.678694
user91,user27,neft,6755,Card Payment,-,02/29,-,-,-,9152251477,"03/01/2025, 01:24:16 PM",False,[],2025-03-01 13:24:16.678694
user37,user70,neft,7426,Contact Payment,1234567890123456,-,-,9876543210,SBIN1234567,+441632960961,"03/05/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-05 13:24:16.678694
user36,user37,neft,6523,Card Payment,-,02/29,111,9876543210,SBIN1234567,1234567890,"03/03/2025, 01:24:16 PM",False,[],2025-03-03 13:24:16.678694
user2,user94,contact,18043,NEFT Transfer,1234567890123456,02/29,111,9876543210,-,1234567890,"02/23/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-23 13:24:16.678694
user92,user40,contact,13077,Contact Payment,-,02/29,-,-,SBIN1234567,9152251477,"02/20/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-20 13:24:16.678694
user44,user5,card,14036,Card Payment,1234567890123456,-,-,-,-,+14155552671,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.678694
user50,user49,neft,17609,Contact Payment,1234567890123456,02/29,-,-,-,+14155552671,"03/13/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-13 13:24:16.678694
user63,user78,card,7429,Contact Payment,1234567890123456,-,111,-,-,1234567890,"02/23/2025, 01:24:16 PM",False,[],2025-02-23 13:24:16.678694
user9,user40,card,10169,Card Payment,1234567890123456,02/29,111,9876543210,-,+14155552671,"02/28/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-02-28 13:24:16.678694
user59,user24,contact,9748,Contact Payment,1234567890123456,02/29,111,9876543210,-,9152251477,"02/21/2025, 01:24:16 PM",False,[],2025-02-21 13:24:16.678694
user30,user22,contact,4421,Contact Payment,-,02/29,-,-,-,+441632960961,"02/17/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-02-17 13:24:16.678694
user21,user99,neft,16126,NEFT Transfer,-,02/29,-,-,SBIN1234567,9152251477,"03/02/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-02 13:24:16.678694
user37,user79,contact,2605,Contact Payment,1234567890123456,02/29,-,-,-,9152251477,"02/20/2025, 01:24:16 PM",False,[],2025-02-20 13:24:16.678694
user6,user70,contact,17672,Contact Payment,1234567890123456,02/29,111,-,SBIN1234567,1234567890,"02/22/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-22 13:24:16.678694
user31,user49,contact,17911,NEFT Transfer,-,02/29,111,9876543210,-,1234567890,"03/15/2025, 01:24:16 PM",False,['High transaction amount'],2025-03-15 13:24:16.678694
user57,user71,neft,13015,Card Payment,1234567890123456,-,-,9876543210,-,+14155552671,"03/11/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-11 13:24:16.678694
user58,user48,neft,18702,Card Payment,1234567890123456,02/29,111,-,-,1234567890,"02/24/2025, 01:24:16 PM",False,['High transaction amount'],2025-02-24 13:24:16.678694
user20,user21,card,6806,NEFT Transfer,-,-,111,-,SBIN1234567,+14155552671,"03/03/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-03 13:24:16.678694
user37,user48,contact,10759,Contact Payment,1234567890123456,02/29,-,-,SBIN1234567,+14155552671,"03/02/2025, 01:24:16 PM",True,"['High transaction amount', 'Transaction to a non-Indian contact number']",2025-03-02 13:24:16.678694
user29,user65,card,1687,Card Payment,-,02/29,-,-,-,+441632960961,"03/11/2025, 01:24:16 PM",True,['Transaction to a non-Indian contact number'],2025-03-11 13:24:16.678694
